"MABP" "CBFV" "gamma" "nu" "cost" "train.cor" "test.cor" "fold"
"249" 7 3 0.03125 0.5 1024 0.9586 0.64216729942239 2
"250" 6 1 0.125 0.4 64 0.9336 0.642061190809912 2
"251" 6 1 0.5 0.4 16 0.9349 0.642042160661233 2
"252" 6 1 2 0.9 1 0.9361 0.642022553594235 2
"253" 6 4 0.5 0.3 256 0.9746 0.641989197974244 2
"254" 6 1 0.03125 0.3 32 0.9312 0.64197896309443 2
"255" 8 4 0.5 0.9 2 0.9684 0.641950451697198 2
"256" 6 4 0.5 0.3 64 0.973 0.641889306757987 2
"257" 6 1 0.125 0.5 64 0.9337 0.641846552317021 2
"258" 6 1 0.125 0.4 4 0.9314 0.641844720649538 2
"259" 6 1 0.03125 0.3 128 0.9316 0.641842855954285 2
"260" 8 2 0.0078125 0.8 1024 0.9474 0.641818719279186 2
"261" 8 2 0.001953125 0.6 10000 0.9472 0.641809850964732 2
"262" 8 2 0.125 0.7 8 0.9478 0.641809578491288 2
"263" 8 2 0.00048828125 0.8 10000 0.9466 0.641796208707827 2
"264" 6 1 0.03125 0.3 16 0.931 0.641784395991775 2
"265" 8 2 0.125 0.7 64 0.9498 0.64176997895117 2
"266" 8 2 0.0078125 0.7 1024 0.9472 0.64175413590887 2
"267" 6 4 0.5 0.2 64 0.972 0.641740103511536 2
"268" 6 3 2 0.4 0.25 0.9549 0.641725210645898 2
"269" 8 1 0.5 0.7 64 0.94 0.641716989114084 2
"270" 6 3 0.5 0.5 4 0.9586 0.641713491079613 2
"271" 6 1 0.125 0.3 512 0.9342 0.641696690910856 2
"272" 8 1 0.0078125 0.9 1024 0.9318 0.641687164547352 2
"273" 6 3 0.5 0.3 64 0.9625 0.641679914018104 2
"274" 8 3 0.5 0.4 16 0.9625 0.641675863504003 2
"275" 8 2 0.0078125 0.8 10000 0.9482 0.641674801763868 2
"276" 5 3 0.125 0.6 128 0.9588 0.641659949905766 2
"277" 6 1 0.125 0.3 16 0.932 0.64165641917606 2
"278" 8 4 0.001953125 0.5 10000 0.9684 0.641652669475594 2
"279" 8 1 0.03125 0.8 64 0.932 0.641644439744831 2
"280" 8 1 0.125 0.9 4 0.9322 0.641619119451765 2
"281" 6 1 0.125 0.5 128 0.934 0.641617633960992 2
